Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
PCO2W,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2013-11-22 00:00:00,133,133,210,CP01CNSM-MF005-01-PCO2WB999,TRUE,PCO2W,PCO2WB,PCO2W,B,01,40.03333333,-70.79166667,SAMI-pCO2,
FLORD,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,1000,0,,GI05MOAS-GL003-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
FLORT,2014-08,Shore CyberPoP - Regional Observatory Management System,20m to 200m below sea surface,FALSE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,200,20,500,CE04OSHY-SF01B-03-FLORTD104,TRUE,FLORT,FLORTD,FLORT,D,01,44.65,-124.9,ECO Triplet-w,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,100m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,90,90,4800,GS01SUMO-RI003-06-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,5200,GA03FLMB-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-42.5073,-42.1303,SBE 37IM,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 3900m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,3900,240,4250,GP02HYPM-WF002-03-DOSTAL999,FALSE,DOSTA,DOSTAL,DOSTA,L,01,50.1969,-144.7131,Optode 4330,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,2800,GI03FLMA-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,60.4582,-38.4407,SBE 37IM,
NUTNR,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-06-NUTNR0999,FALSE,NUTNR,NUTNR0,NUTNR,0,01,47,-124.162,,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,200,200,2906,RS01SBVM-PC01A-06-CTDPFA103,TRUE,CTDPF,CTDPFA,CTDPF,A,01,44.55404,-125.35235,SBE 16plusV2,
DOSTA,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,5,5,500,CE09OSSM-RI002-01-DOSTAD999,TRUE,DOSTA,DOSTAD,DOSTA,D,01,46.91,-124.95,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,60m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,60,60,4800,GS01SUMO-RI003-05-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,40,40,5200,GA03FLMB-RI001-03-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,-42.5073,-42.1303,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,60m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,60,60,4800,GS03FLMA-RI001-08-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-89.6652,SBE 37IM,
NUTNR,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""NITROPT_L1""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-11-NUTNRA301,TRUE,NUTNR,NUTNRA,NUTNR,A,01,46.06701,-129.60316,Deep SUNA,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,90m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,90,90,2800,GI03FLMB-RI001-09-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.0755,SBE 37IM,
PHSEN,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,5,5,80,CE02SHSM-RI002-03-PHSEND999,TRUE,PHSEN,PHSEND,PHSEN,D,01,44.64,-124.3,SAMI-pH,
PHSEN,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,200,200,2906,RS01SBVM-PC01A-07-PHSENA102,TRUE,PHSEN,PHSENA,PHSEN,A,01,44.55404,-125.35235,SAMI-pH,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,60m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,60,60,5200,GA01SUMO-RI003-05-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
CTDGV,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL003-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
OPTAA,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,,,2906,RS01SBVM-DP01A-05-OPTAAC102,TRUE,OPTAA,OPTAAC,OPTAA,C,01,44.55404,-125.35235,AC-S Deep,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,180,180,4250,GP03FLMB-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.125,-144.2097,SBE 37IM,
CTDBP,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI002-03-CTDBPC999,TRUE,CTDBP,CTDBPC,CTDBP,C,01,40.03333333,-70.79166667,SBE 16plusV2,
VELPT,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""VELPTMN_L1""]",2013-11-22 00:00:00,133,133,210,CP01CNSM-MF004-04-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,40.03333333,-70.79166667,Aquadopp 300m,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL002-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
CTDGV,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,0,,GI05MOAS-GL002-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
HPIES,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""IESAHWV_L2"", ""IESHEAT_L2"", ""IESPRES_L0"", ""IESPRES_L1"", ""IESRATT_L0"", ""IESRATT_L1"", ""IES_HEF_L0"", ""IES_HEF_L1"", ""IES_WPP_L2""]",2020-01-01 00:00:00,,,2597,RS03AXVM-LJ03A-05-HPIESA301,TRUE,HPIES,HPIESA,HPIES,A,01,46.06701,-129.60316,non-commercial HPIES,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,350m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,350,350,4250,GP03FLMB-RI001-13-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.125,-144.2097,SBE 37IM,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,40,40,4250,GP03FLMB-RI001-07-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.125,-144.2097,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,1500m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,4800,GS01SUMO-RI003-14-CTDMOR999,TRUE,CTDMO,CTDMOR,CTDMO,R,01,-54.4704,-89.2796,SBE 37IM,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF004-01-FLORDL999,FALSE,FLORD,FLORDL,FLORD,L,01,-42.9222,-42.5104,FLBBRTD,
VELPT,2014-08,Shore CyberPoP - Regional Observatory Management System,20m to 200m below sea surface,FALSE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,200,20,500,CE04OSHY-SF01B-02-VELPTD106,TRUE,VELPT,VELPTD,VELPT,D,01,44.65,-124.9,Aquadopp,
PARAD,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,91.5,15,130,CP02PMUI-WF001-05-PARAD0999,FALSE,PARAD,PARAD0,PARAD,0,01,40.11666667,-70.68333333,,
DOFST,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-06-DOFST0999,FALSE,DOFST,DOFST0,DOFST,0,01,40.16666667,-70.79166667,,
DOSTA,2014-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,2650,2650,2597,RS03AXVM-LJ03A-06-DOSTAD301,TRUE,DOSTA,DOSTAD,DOSTA,D,01,46.06701,-129.60316,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,180m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,5200,GA01SUMO-RI003-08-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,500,500,2800,GI03FLMA-RI001-14-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.4407,SBE 37IM,
PCO2A,2015-01,Shore CyberPoP - Global Mooring Server,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,5200,GA01SUMO-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,-42.9906,-42.5104,pCO2-pro,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,40,40,4800,GS03FLMB-RI001-07-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-88.894,SBE 37IM,
PCO2W,2014-09,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,FALSE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,89.5,89.5,130,CP03ISSM-MF005-01-PCO2WB999,TRUE,PCO2W,PCO2WB,PCO2W,B,01,40.16666667,-70.79166667,SAMI-pCO2,
CTDGV,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL005-05-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
OPTAA,2014-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,2650,2650,2597,RS03AXVM-LJ03A-07-OPTAAC303,TRUE,OPTAA,OPTAAC,OPTAA,C,01,46.06701,-129.60316,AC-S Deep,
NUTNR,,Shore CyberPoP - AUV Server,Sea surface to <= 600m,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV002-04-NUTNRN999,FALSE,NUTNR,NUTNRN,NUTNR,N,01,,,SUNA,
HYDBB,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""HYDAPBB_L0"", ""HYDAPBB_L1"", ""HYDFRBB_L0"", ""HYDFRBB_L1""]",2020-01-01 00:00:00,200,200,2906,RS01SBVM-PC01A-09-HYDBBA103,TRUE,HYDBB,HYDBBA,HYDBB,A,01,44.55404,-125.35235,icListen HF,
PCO2W,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,200,0,2906,RS01SBVM-SF01A-05-PCO2WA101,TRUE,PCO2W,PCO2WA,PCO2W,A,01,44.55404,-125.35235,SAMI-pCO2,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,4250,GP03FLMB-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,50.125,-144.2097,SBE 37IM,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,40,40,4250,GP03FLMB-RI001-03-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,50.125,-144.2097,Optode 4831,
VELPT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI002-02-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,44.65,-124.9,Aquadopp 300m,
NUTNR,2013-10,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""NITROPT_L1""]",2013-10-25 00:00:00,5,5,25,CE01ISSM-RI003-04-NUTNRB999,FALSE,NUTNR,NUTNRB,NUTNR,B,01,44.65,-124.1,ISUS,
SPKIR,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-07-SPKIR0999,FALSE,SPKIR,SPKIR0,SPKIR,0,01,47,-124.162,,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,130m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,130,130,2800,GI03FLMA-RI001-10-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.4407,SBE 37IM,
WAVSS,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,0,0,80,CE07SHSM-SB001-06-WAVSSA999,TRUE,WAVSS,WAVSSA,WAVSS,A,01,47,-124.27,TRIAXYS,
ADCPS,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,"Mounted at 500m, uplooking",TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,500,500,4800,GS03FLMB-RI001-04-ADCPSL999,FALSE,ADCPS,ADCPSL,ADCPS,L,01,-54.0814,-88.894,WorkHorse LongRanger Sentinel 75khz,
DOFST,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-09-DOFSTA302,TRUE,DOFST,DOFSTA,DOFST,A,01,46.06701,-129.60316,SBE 43,
NUTNR,,Shore CyberPoP - AUV Server,Sea surface to <= 600m,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV003-04-NUTNRN999,FALSE,NUTNR,NUTNRN,NUTNR,N,01,,,SUNA,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,4800,GS03FLMB-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-88.894,SBE 37IM,
VELPT,2013-10,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""VELPTMN_L1""]",2013-10-25 00:00:00,5,5,25,CE01ISSM-RI002-02-VELPTA999,FALSE,VELPT,VELPTA,VELPT,A,01,44.65,-124.1,Aquadopp 300m,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL002-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
FLORT,,Shore CyberPoP - AUV Server ,Sea surface to <= 600m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV001-01-FLORTN999,FALSE,FLORT,FLORTN,FLORT,N,01,,,,
DOFST,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2013-11-22 00:00:00,150,15,360,CP02PMCO-WF001-02-DOFSTK999,FALSE,DOFST,DOFSTK,DOFST,K,01,39.975,-70.79166667,SBE 43F,
FLORT,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL004-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
DOFST,2014-08,Shore CyberPoP - Regional Observatory Management System,20m to 200m below sea surface,FALSE,FALSE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,200,20,500,CE04OSHY-SF01B-08-DOFSTA107,TRUE,DOFST,DOFSTA,DOFST,A,01,44.65,-124.9,SBE 43,
PHSEN,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,78,78,80,CE07SHSM-MF004-02-PHSEND999,TRUE,PHSEN,PHSEND,PHSEN,D,01,47,-124.27,SAMI-pH,
WAVSS,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""WAVSTAT_L0"", ""WAVSTAT_L2""]",2013-11-22 00:00:00,0,0,210,CP01CNSM-SB001-04-WAVSSA999,TRUE,WAVSS,WAVSSA,WAVSS,A,01,40.03333333,-70.79166667,TRIAXYS,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL006-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,150,0,4250,GP02HYPM-SP001-03-DOSTA0999,FALSE,DOSTA,DOSTA0,DOSTA,0,01,50.1969,-144.7131,,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,750m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,5200,GA01SUMO-RI003-12-CTDMOR999,TRUE,CTDMO,CTDMOR,CTDMO,R,01,-42.9906,-42.5104,SBE 37IM,
FLORT,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,40,40,4800,GS03FLMB-RI001-01-FLORTD999,FALSE,FLORT,FLORTD,FLORT,D,01,-54.0814,-88.894,ECO Triplet-w,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,750m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,4800,GS03FLMB-RI001-15-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-54.0814,-88.894,SBE 37IM,
